0_0: transcript:QX1410.16786.1
0_776: transcript:QX1410.17300.1
0_777: transcript:QX1410.17300.2
0_778: transcript:QX1410.17301.1
0_779: transcript:QX1410.17301.2
0_780: transcript:QX1410.17302.1
0_781: transcript:QX1410.17303.1
0_782: transcript:QX1410.17304.1
0_783: transcript:QX1410.17304.2
0_784: transcript:QX1410.17305.1
0_785: transcript:QX1410.17305.2
0_786: transcript:QX1410.17306.1
0_787: transcript:QX1410.17306.2
0_788: transcript:QX1410.17307.1
0_789: transcript:QX1410.17308.1
0_790: transcript:QX1410.17308.2
0_791: transcript:QX1410.17309.1
0_792: transcript:QX1410.17310.1
0_793: transcript:QX1410.17311.1
0_794: transcript:QX1410.17311.2
0_795: transcript:QX1410.17312.1
0_796: transcript:QX1410.17312.2
0_797: transcript:QX1410.17313.1
0_798: transcript:QX1410.17314.1
0_799: transcript:QX1410.17315.1
0_800: transcript:QX1410.17316.1
0_801: transcript:QX1410.17317.1
0_802: transcript:QX1410.17318.1
0_803: transcript:QX1410.17319.1
0_804: transcript:QX1410.17319.2
0_805: transcript:QX1410.17320.1
0_806: transcript:QX1410.17321.1
0_807: transcript:QX1410.17321.2
0_808: transcript:QX1410.17321.3
0_809: transcript:QX1410.17322.1
0_810: transcript:QX1410.17323.1
0_811: transcript:QX1410.17324.1
0_812: transcript:QX1410.17325.1
0_813: transcript:QX1410.17326.1
0_814: transcript:QX1410.17327.1
0_815: transcript:QX1410.17328.1
0_816: transcript:QX1410.17328.2
0_817: transcript:QX1410.17328.3
0_818: transcript:QX1410.17328.4
0_819: transcript:QX1410.17329.1
0_820: transcript:QX1410.17329.2
0_821: transcript:QX1410.17330.1
0_822: transcript:QX1410.17331.1
0_823: transcript:QX1410.17331.2
0_824: transcript:QX1410.17331.3
0_825: transcript:QX1410.17332.1
0_826: transcript:QX1410.17333.1
0_827: transcript:QX1410.17334.1
0_828: transcript:QX1410.17335.1
0_829: transcript:QX1410.17335.2
0_830: transcript:QX1410.17336.1
0_831: transcript:QX1410.17337.1
0_832: transcript:QX1410.17338.1
0_833: transcript:QX1410.17338.2
0_834: transcript:QX1410.17339.1
0_835: transcript:QX1410.17340.1
0_836: transcript:QX1410.17341.1
0_837: transcript:QX1410.17342.1
0_838: transcript:QX1410.17343.1
0_839: transcript:QX1410.17344.1
0_840: transcript:QX1410.17345.1
0_841: transcript:QX1410.17346.1
0_842: transcript:QX1410.17347.1
0_843: transcript:QX1410.17348.1
0_844: transcript:QX1410.17348.2
0_845: transcript:QX1410.17349.1
0_846: transcript:QX1410.17350.1
0_847: transcript:QX1410.17351.1
0_848: transcript:QX1410.17351.2
0_849: transcript:QX1410.17352.1
0_850: transcript:QX1410.17353.1
0_851: transcript:QX1410.17353.2
0_852: transcript:QX1410.17354.1
0_853: transcript:QX1410.17355.1
0_854: transcript:QX1410.17356.1
0_855: transcript:QX1410.17356.2
0_856: transcript:QX1410.17357.1
0_857: transcript:QX1410.17358.1
0_858: transcript:QX1410.17359.1
0_859: transcript:QX1410.17360.1
0_860: transcript:QX1410.17361.1
0_861: transcript:QX1410.17362.1
0_862: transcript:QX1410.17362.2
0_863: transcript:QX1410.17363.1
0_864: transcript:QX1410.17364.1
0_865: transcript:QX1410.17365.1
0_866: transcript:QX1410.17366.1
0_867: transcript:QX1410.17367.1
0_868: transcript:QX1410.17368.1
0_869: transcript:QX1410.17369.1
0_870: transcript:QX1410.17370.1
0_871: transcript:QX1410.17371.1
0_872: transcript:QX1410.17372.1
0_873: transcript:QX1410.17372.2
0_874: transcript:QX1410.17372.3
0_875: transcript:QX1410.17372.4
0_876: transcript:QX1410.17373.1
0_877: transcript:QX1410.17373.2
0_878: transcript:QX1410.17374.1
0_879: transcript:QX1410.17375.1
0_880: transcript:QX1410.17375.2
0_881: transcript:QX1410.17376.1
0_882: transcript:QX1410.17376.2
0_883: transcript:QX1410.17376.3
0_884: transcript:QX1410.17377.1
0_885: transcript:QX1410.17377.2
0_886: transcript:QX1410.17378.1
0_887: transcript:QX1410.17379.1
0_888: transcript:QX1410.17379.2
0_889: transcript:QX1410.17379.3
0_890: transcript:QX1410.17380.1
0_891: transcript:QX1410.17380.2
0_892: transcript:QX1410.17381.1
0_893: transcript:QX1410.17382.1
0_894: transcript:QX1410.17383.1
0_895: transcript:QX1410.17383.2
0_896: transcript:QX1410.17383.3
0_897: transcript:QX1410.17383.4
0_898: transcript:QX1410.17383.5
0_899: transcript:QX1410.17383.6
0_900: transcript:QX1410.17383.7
0_901: transcript:QX1410.17384.1
0_902: transcript:QX1410.17384.2
0_903: transcript:QX1410.17384.3
0_904: transcript:QX1410.17384.4
0_905: transcript:QX1410.17385.1
0_906: transcript:QX1410.17386.1
0_907: transcript:QX1410.17387.1
0_908: transcript:QX1410.17388.1
0_909: transcript:QX1410.17389.1
0_910: transcript:QX1410.17388.2
0_911: transcript:QX1410.17388.3
0_912: transcript:QX1410.17390.1
0_913: transcript:QX1410.17391.1
0_914: transcript:QX1410.17392.1
0_915: transcript:QX1410.17393.1
0_916: transcript:QX1410.17393.2
0_917: transcript:QX1410.17394.1
0_918: transcript:QX1410.17395.1
0_919: transcript:QX1410.17393.3
0_920: transcript:QX1410.17396.1
0_921: transcript:QX1410.17397.1
0_922: transcript:QX1410.17398.1
0_923: transcript:QX1410.17399.1
0_924: transcript:QX1410.17400.1
0_925: transcript:QX1410.17400.2
0_926: transcript:QX1410.17401.1
0_927: transcript:QX1410.17402.1
0_928: transcript:QX1410.17402.2
0_929: transcript:QX1410.17403.1
0_930: transcript:QX1410.17404.1
0_931: transcript:QX1410.17405.1
0_932: transcript:QX1410.17406.1
0_933: transcript:QX1410.17407.1
0_934: transcript:QX1410.17408.1
0_935: transcript:QX1410.17409.1
0_936: transcript:QX1410.17410.1
0_937: transcript:QX1410.17411.1
0_938: transcript:QX1410.17412.1
0_939: transcript:QX1410.17413.1
0_940: transcript:QX1410.17414.1
0_941: transcript:QX1410.17415.1
0_942: transcript:QX1410.17416.1
0_943: transcript:QX1410.17417.1
0_944: transcript:QX1410.17417.2
0_945: transcript:QX1410.17417.3
0_946: transcript:QX1410.17418.1
0_947: transcript:QX1410.17418.2
0_948: transcript:QX1410.17419.1
0_949: transcript:QX1410.17420.1
0_950: transcript:QX1410.17421.1
0_951: transcript:QX1410.17421.2
0_952: transcript:QX1410.17422.1
0_953: transcript:QX1410.17422.2
0_954: transcript:QX1410.17422.3
0_955: transcript:QX1410.17422.4
0_956: transcript:QX1410.17422.5
0_957: transcript:QX1410.17422.6
0_958: transcript:QX1410.17423.1
0_959: transcript:QX1410.17423.2
0_960: transcript:QX1410.17423.3
0_961: transcript:QX1410.17424.1
0_962: transcript:QX1410.17424.2
0_963: transcript:QX1410.17424.3
0_964: transcript:QX1410.17425.1
0_965: transcript:QX1410.17426.1
0_966: transcript:QX1410.17426.2
0_967: transcript:QX1410.17427.1
0_968: transcript:QX1410.17428.1
0_969: transcript:QX1410.17429.1
0_970: transcript:QX1410.17430.1
0_971: transcript:QX1410.17426.3
0_972: transcript:QX1410.17431.1
0_973: transcript:QX1410.17432.1
0_974: transcript:QX1410.17432.2
0_975: transcript:QX1410.17432.3
0_976: transcript:QX1410.17433.1
0_977: transcript:QX1410.17434.1
0_978: transcript:QX1410.17435.1
0_979: transcript:QX1410.17436.1
0_980: transcript:QX1410.17437.1
0_981: transcript:QX1410.17437.2
0_982: transcript:QX1410.17438.1
0_983: transcript:QX1410.17439.1
0_984: transcript:QX1410.17439.2
0_985: transcript:QX1410.17439.3
0_986: transcript:QX1410.17440.1
0_987: transcript:QX1410.17441.1
0_988: transcript:QX1410.17442.1
0_989: transcript:QX1410.17443.1
0_990: transcript:QX1410.17444.1
0_991: transcript:QX1410.17445.1
0_992: transcript:QX1410.17446.1
0_993: transcript:QX1410.17447.1
0_994: transcript:QX1410.17448.1
0_995: transcript:QX1410.17449.1
0_996: transcript:QX1410.17450.1
0_997: transcript:QX1410.17451.1
0_998: transcript:QX1410.17452.1
0_999: transcript:QX1410.17453.1
0_1000: transcript:QX1410.17454.1
0_1001: transcript:QX1410.17454.2
0_1002: transcript:QX1410.17455.1
0_1003: transcript:QX1410.17456.1
0_1004: transcript:QX1410.17457.1
0_1005: transcript:QX1410.17458.1
0_1006: transcript:QX1410.17459.1
0_1007: transcript:QX1410.17460.1
0_1008: transcript:QX1410.17460.2
0_1009: transcript:QX1410.17461.1
0_1010: transcript:QX1410.17462.1
0_1011: transcript:QX1410.17463.1
0_1012: transcript:QX1410.17463.2
0_1013: transcript:QX1410.17463.3
0_1014: transcript:QX1410.17463.4
0_1015: transcript:QX1410.17464.1
0_1016: transcript:QX1410.17465.1
0_1017: transcript:QX1410.17466.1
0_1018: transcript:QX1410.17466.2
0_1019: transcript:QX1410.17466.3
0_1020: transcript:QX1410.17467.1
0_1021: transcript:QX1410.17468.1
0_1022: transcript:QX1410.17469.1
0_1023: transcript:QX1410.17470.1
0_1024: transcript:QX1410.17471.1
0_1025: transcript:QX1410.17472.1
0_1026: transcript:QX1410.17473.1
0_1027: transcript:QX1410.17474.1
0_1028: transcript:QX1410.17474.2
0_1029: transcript:QX1410.17475.1
0_1030: transcript:QX1410.17475.2
0_1031: transcript:QX1410.17476.1
0_1032: transcript:QX1410.17476.2
0_1033: transcript:QX1410.17477.1
0_1034: transcript:QX1410.17478.1
0_1035: transcript:QX1410.17479.1
0_1036: transcript:QX1410.17480.1
0_1037: transcript:QX1410.17481.1
0_1038: transcript:QX1410.17482.1
0_1039: transcript:QX1410.17483.1
0_1040: transcript:QX1410.17484.1
0_1041: transcript:QX1410.17485.1
0_1042: transcript:QX1410.17486.1
0_1043: transcript:QX1410.17487.1
0_1044: transcript:QX1410.17487.2
0_1045: transcript:QX1410.17488.1
0_1046: transcript:QX1410.17489.1
0_1047: transcript:QX1410.17489.2
0_1048: transcript:QX1410.17490.1
0_1049: transcript:QX1410.17490.2
0_1050: transcript:QX1410.17491.1
0_1051: transcript:QX1410.17492.1
0_1052: transcript:QX1410.17493.1
0_1053: transcript:QX1410.17494.1
0_1054: transcript:QX1410.17495.1
0_1055: transcript:QX1410.17496.1
0_1056: transcript:QX1410.17497.1
0_1057: transcript:QX1410.17498.1
0_1058: transcript:QX1410.17499.1
0_1059: transcript:QX1410.17500.1
0_1060: transcript:QX1410.17501.1
0_1061: transcript:QX1410.17502.1
0_1062: transcript:QX1410.17503.1
0_1063: transcript:QX1410.17504.1
0_1064: transcript:QX1410.17505.1
0_1065: transcript:QX1410.17506.1
0_1066: transcript:QX1410.17507.1
0_1067: transcript:QX1410.17508.1
0_1068: transcript:QX1410.17508.2
0_1069: transcript:QX1410.17509.1
0_1070: transcript:QX1410.17510.1
0_1071: transcript:QX1410.17511.1
0_1072: transcript:QX1410.17512.1
0_1073: transcript:QX1410.17513.1
0_1074: transcript:QX1410.17513.2
0_1075: transcript:QX1410.17514.1
0_1076: transcript:QX1410.17515.1
0_1077: transcript:QX1410.17516.1
0_1078: transcript:QX1410.17517.1
0_1079: transcript:QX1410.17517.2
0_1080: transcript:QX1410.17518.1
0_1081: transcript:QX1410.17518.2
0_1082: transcript:QX1410.17519.1
0_1083: transcript:QX1410.17520.1
0_1084: transcript:QX1410.17521.1
0_1085: transcript:QX1410.17522.1
0_1086: transcript:QX1410.17523.1
0_1087: transcript:QX1410.17524.1
0_1088: transcript:QX1410.17525.1
0_1089: transcript:QX1410.17526.1
0_1090: transcript:QX1410.17526.2
0_1091: transcript:QX1410.17526.3
0_1092: transcript:QX1410.17526.4
0_1093: transcript:QX1410.17527.1
0_1094: transcript:QX1410.17528.1
0_1095: transcript:QX1410.17529.1
0_1096: transcript:QX1410.17530.1
0_1097: transcript:QX1410.17531.1
0_1098: transcript:QX1410.17531.2
0_1099: transcript:QX1410.17531.3
0_1100: transcript:QX1410.17532.1
0_1101: transcript:QX1410.17533.1
0_1102: transcript:QX1410.17534.1
0_1103: transcript:QX1410.17535.1
0_1104: transcript:QX1410.17535.2
0_1105: transcript:QX1410.17535.3
0_1106: transcript:QX1410.17535.4
0_1107: transcript:QX1410.17536.1
0_1108: transcript:QX1410.17537.1
0_1109: transcript:QX1410.17538.1
0_1110: transcript:QX1410.17539.1
0_1111: transcript:QX1410.17540.1
0_1112: transcript:QX1410.17540.2
0_1113: transcript:QX1410.17541.1
0_1114: transcript:QX1410.17542.1
0_1115: transcript:QX1410.17543.1
0_1116: transcript:QX1410.17544.1
0_1117: transcript:QX1410.17544.2
0_1118: transcript:QX1410.17545.1
0_1119: transcript:QX1410.17546.1
0_1120: transcript:QX1410.17547.1
0_1121: transcript:QX1410.17548.1
0_1122: transcript:QX1410.17549.1
0_1123: transcript:QX1410.17550.1
0_1124: transcript:QX1410.17551.1
0_1125: transcript:QX1410.17552.1
0_1126: transcript:QX1410.17553.1
0_1127: transcript:QX1410.17554.1
0_1128: transcript:QX1410.17555.1
0_1129: transcript:QX1410.17556.1
0_1130: transcript:QX1410.17557.1
0_1131: transcript:QX1410.17558.1
0_1132: transcript:QX1410.17559.1
0_1133: transcript:QX1410.17560.1
0_1134: transcript:QX1410.17561.1
0_1135: transcript:QX1410.17562.1
0_1136: transcript:QX1410.17562.2
0_1137: transcript:QX1410.17563.1
0_1138: transcript:QX1410.17563.2
0_1139: transcript:QX1410.17564.1
0_1140: transcript:QX1410.17564.2
0_1141: transcript:QX1410.17564.3
0_1142: transcript:QX1410.17563.3
0_1143: transcript:QX1410.17563.4
0_1144: transcript:QX1410.17565.1
0_1145: transcript:QX1410.17565.2
0_1146: transcript:QX1410.17566.1
0_1147: transcript:QX1410.17567.1
0_1148: transcript:QX1410.17568.1
0_1149: transcript:QX1410.17569.1
0_1150: transcript:QX1410.17570.1
0_1151: transcript:QX1410.17570.2
0_1152: transcript:QX1410.17571.1
0_1153: transcript:QX1410.17572.1
0_1154: transcript:QX1410.17573.1
0_1155: transcript:QX1410.17574.1
0_1156: transcript:QX1410.17575.1
0_1157: transcript:QX1410.17576.1
0_1158: transcript:QX1410.17577.1
0_1159: transcript:QX1410.17578.1
0_1160: transcript:QX1410.17579.1
0_1161: transcript:QX1410.17580.1
0_1162: transcript:QX1410.17581.1
0_1163: transcript:QX1410.17582.1
0_1164: transcript:QX1410.17583.1
0_1165: transcript:QX1410.17584.1
0_1166: transcript:QX1410.17585.1
0_1167: transcript:QX1410.17585.2
0_1168: transcript:QX1410.17586.1
0_1169: transcript:QX1410.17587.1
0_1170: transcript:QX1410.17587.2
0_1171: transcript:QX1410.17588.1
0_1172: transcript:QX1410.17589.1
0_1173: transcript:QX1410.17589.2
0_1174: transcript:QX1410.17590.1
0_1175: transcript:QX1410.17591.1
0_1176: transcript:QX1410.17592.1
0_1177: transcript:QX1410.17592.2
0_1178: transcript:QX1410.17593.1
0_1179: transcript:QX1410.17594.1
0_1180: transcript:QX1410.17595.1
0_1181: transcript:QX1410.17596.1
0_1182: transcript:QX1410.17596.2
0_1183: transcript:QX1410.17597.1
0_1184: transcript:QX1410.17597.2
0_1185: transcript:QX1410.17598.1
0_1186: transcript:QX1410.17599.1
0_1187: transcript:QX1410.17600.1
0_1188: transcript:QX1410.17601.1
0_1189: transcript:QX1410.17601.2
0_1190: transcript:QX1410.17602.1
0_1191: transcript:QX1410.17603.1
0_1192: transcript:QX1410.17604.1
0_1193: transcript:QX1410.17605.1
0_1194: transcript:QX1410.17606.1
0_1195: transcript:QX1410.17606.2
0_1196: transcript:QX1410.17607.1
0_1197: transcript:QX1410.17608.1
0_1198: transcript:QX1410.17609.1
0_1199: transcript:QX1410.17610.1
0_1200: transcript:QX1410.17611.1
0_1201: transcript:QX1410.17612.1
0_1202: transcript:QX1410.17613.1
0_1203: transcript:QX1410.17614.1
0_1204: transcript:QX1410.17615.1
0_1205: transcript:QX1410.17616.1
0_1206: transcript:QX1410.17617.1
0_1207: transcript:QX1410.17618.1
0_1208: transcript:QX1410.17619.1
0_1209: transcript:QX1410.17620.1
0_1210: transcript:QX1410.17621.1
0_1211: transcript:QX1410.17622.1
0_1212: transcript:QX1410.17622.2
0_1213: transcript:QX1410.17623.1
0_1214: transcript:QX1410.17623.2
0_1215: transcript:QX1410.17624.1
0_1216: transcript:QX1410.17625.1
0_1217: transcript:QX1410.17625.2
0_1218: transcript:QX1410.17625.3
0_1219: transcript:QX1410.17626.1
0_1220: transcript:QX1410.17627.1
0_1221: transcript:QX1410.17628.1
0_1222: transcript:QX1410.17629.1
0_1223: transcript:QX1410.17630.1
0_1224: transcript:QX1410.17631.1
0_1225: transcript:QX1410.17632.1
0_1226: transcript:QX1410.17633.1
0_1227: transcript:QX1410.17634.1
0_1228: transcript:QX1410.17634.2
0_1229: transcript:QX1410.17634.3
0_1230: transcript:QX1410.17634.4
0_1231: transcript:QX1410.17635.1
0_1232: transcript:QX1410.17636.1
0_1233: transcript:QX1410.17636.2
0_1234: transcript:QX1410.17636.3
0_1235: transcript:QX1410.17637.1
0_1236: transcript:QX1410.17638.1
0_1237: transcript:QX1410.17639.1
0_1238: transcript:QX1410.17640.1
0_1239: transcript:QX1410.17641.1
0_1240: transcript:QX1410.17642.1
0_1241: transcript:QX1410.17643.1
0_1242: transcript:QX1410.17644.1
0_1243: transcript:QX1410.17645.1
0_1244: transcript:QX1410.17645.2
0_1245: transcript:QX1410.17645.3
0_1246: transcript:QX1410.17646.1
0_1247: transcript:QX1410.17646.2
0_1248: transcript:QX1410.17646.3
0_1249: transcript:QX1410.17646.4
0_1250: transcript:QX1410.17647.1
0_1251: transcript:QX1410.17648.1
0_1252: transcript:QX1410.17649.1
0_1253: transcript:QX1410.17650.1
0_1254: transcript:QX1410.17650.2
0_1255: transcript:QX1410.17651.1
0_1256: transcript:QX1410.17652.1
0_1257: transcript:QX1410.17653.1
0_1258: transcript:QX1410.17654.1
0_1259: transcript:QX1410.17655.1
0_1260: transcript:QX1410.17655.2
0_1261: transcript:QX1410.17655.3
0_1262: transcript:QX1410.17655.4
0_1263: transcript:QX1410.17655.5
0_1264: transcript:QX1410.17656.1
0_1265: transcript:QX1410.17657.1
0_1266: transcript:QX1410.17658.1
0_1267: transcript:QX1410.17659.1
0_1268: transcript:QX1410.17660.1
0_1269: transcript:QX1410.17661.1
0_1270: transcript:QX1410.17662.1
0_1271: transcript:QX1410.17662.2
0_1272: transcript:QX1410.17662.3
0_1273: transcript:QX1410.17662.4
0_1274: transcript:QX1410.17663.1
0_1275: transcript:QX1410.17663.2
0_1276: transcript:QX1410.17664.1
0_1277: transcript:QX1410.17665.1
0_1278: transcript:QX1410.17666.1
0_1279: transcript:QX1410.17667.1
0_1280: transcript:QX1410.17668.1
0_1281: transcript:QX1410.17669.1
0_1282: transcript:QX1410.17670.1
0_1283: transcript:QX1410.17671.1
0_1284: transcript:QX1410.17671.2
0_1285: transcript:QX1410.17671.3
0_1286: transcript:QX1410.17672.1
0_1287: transcript:QX1410.17673.1
0_1288: transcript:QX1410.17674.1
0_1289: transcript:QX1410.17675.1
0_1290: transcript:QX1410.17675.2
0_1291: transcript:QX1410.17676.1
0_1292: transcript:QX1410.17677.1
0_1293: transcript:QX1410.17678.1
0_1294: transcript:QX1410.17678.2
0_1295: transcript:QX1410.17679.1
0_1296: transcript:QX1410.17680.1
0_1297: transcript:QX1410.17681.1
0_1298: transcript:QX1410.17681.2
0_1299: transcript:QX1410.17681.3
0_1300: transcript:QX1410.17682.1
0_1301: transcript:QX1410.17683.1
0_1302: transcript:QX1410.17684.1
0_1303: transcript:QX1410.17685.1
0_1304: transcript:QX1410.17685.2
0_1305: transcript:QX1410.17686.1
0_1306: transcript:QX1410.17687.1
0_1307: transcript:QX1410.17688.1
0_1308: transcript:QX1410.17689.1
0_1309: transcript:QX1410.17689.2
0_1310: transcript:QX1410.17690.1
0_1311: transcript:QX1410.17690.2
0_1312: transcript:QX1410.17691.1
0_1313: transcript:QX1410.17691.2
0_1314: transcript:QX1410.17691.3
0_1315: transcript:QX1410.17692.1
0_1316: transcript:QX1410.17692.2
0_1317: transcript:QX1410.17692.3
0_1318: transcript:QX1410.17693.1
0_1319: transcript:QX1410.17694.1
0_1320: transcript:QX1410.17694.2
0_1321: transcript:QX1410.17695.1
0_1322: transcript:QX1410.17695.2
0_1323: transcript:QX1410.17695.3
0_1324: transcript:QX1410.17696.1
0_1325: transcript:QX1410.17696.2
0_1326: transcript:QX1410.17697.1
0_1327: transcript:QX1410.17698.1
0_1328: transcript:QX1410.17699.1
0_1329: transcript:QX1410.17700.1
0_1330: transcript:QX1410.17701.1
0_1331: transcript:QX1410.17702.1
0_1332: transcript:QX1410.17703.1
0_1333: transcript:QX1410.17704.1
0_1334: transcript:QX1410.17705.1
0_1335: transcript:QX1410.17706.1
0_1336: transcript:QX1410.17705.2
0_1337: transcript:QX1410.17707.1
0_1338: transcript:QX1410.17707.2
0_1339: transcript:QX1410.17708.1
0_1340: transcript:QX1410.17709.1
0_1341: transcript:QX1410.17709.2
0_1342: transcript:QX1410.17709.3
0_1343: transcript:QX1410.17709.4
0_1344: transcript:QX1410.17709.5
0_1345: transcript:QX1410.17710.1
0_1346: transcript:QX1410.17711.1
0_1347: transcript:QX1410.17712.1
0_1348: transcript:QX1410.17713.1
0_1349: transcript:QX1410.17713.2
0_1350: transcript:QX1410.17714.1
0_1351: transcript:QX1410.17715.1
0_1352: transcript:QX1410.17716.1
0_1353: transcript:QX1410.17717.1
0_1354: transcript:QX1410.17718.1
0_1355: transcript:QX1410.17719.1
0_1356: transcript:QX1410.17719.2
