0_0: transcript:chrIII_pilon.g6684
0_539: transcript:chrIII_pilon.g6884.1
0_540: Transcript:VC2010_MAPPED_F58B6.3b.1
0_541: transcript:chrIII_pilon.g6884.2
0_542: transcript:chrIII_pilon.g6884.3
0_543: Transcript:VC2010_MAPPED_F58B6.3c.1
0_544: Transcript:VC2010_MAPPED_F58B6.2.1
0_545: transcript:chrIII_pilon.g6885
0_546: Transcript:VC2010_MAPPED_F58B6.1.1
0_547: transcript:chrIII_pilon.g6886
0_548: transcript:chrIII_pilon.g6887.2
0_549: transcript:chrIII_pilon.g6887.1
0_550: Transcript:VC2010_MAPPED_Y71D11A.3a.1
0_551: Transcript:VC2010_MAPPED_Y71D11A.3b.1
0_552: transcript:chrIII_pilon.g6888
0_553: Transcript:VC2010_MAPPED_Y71D11A.5.1
0_554: transcript:chrIII_pilon.g6889
0_555: transcript:chrIII_pilon.g6890.1
0_556: transcript:chrIII_pilon.g6890.2
0_557: Transcript:VC2010_MAPPED_Y71D11A.2.1
0_558: transcript:chrIII_pilon.g6891
0_559: transcript:chrIII_pilon.g6892.2
0_560: Transcript:VC2010_MAPPED_Y71D11A.1a.1
0_561: transcript:chrIII_pilon.g6892.1
0_562: Transcript:VC2010_MAPPED_Y71D11A.1b.1
0_563: Transcript:VC2010_MAPPED_Y92C3A.3.1
0_564: transcript:chrIII_pilon.g6893
0_565: transcript:chrIII_pilon.g6894
0_566: Transcript:VC2010_MAPPED_Y119D3B.13.1
0_567: transcript:chrIII_pilon.g6895
0_568: Transcript:VC2010_MAPPED_Y119D3B.14.1
0_569: transcript:chrIII_pilon.g6896
0_570: Transcript:VC2010_MAPPED_Y119D3B.15.1
0_571: transcript:chrIII_pilon.g6897
0_572: Transcript:VC2010_MAPPED_Y119D3B.16.1
0_573: transcript:chrIII_pilon.g6898
0_574: transcript:chrIII_pilon.g6899.1
0_575: Transcript:VC2010_MAPPED_Y119D3B.12a.1
0_576: Transcript:VC2010_MAPPED_Y119D3B.12b.1
0_577: transcript:chrIII_pilon.g6899.3
0_578: transcript:chrIII_pilon.g6899.4
0_579: Transcript:VC2010_MAPPED_Y119D3B.11.1
0_580: transcript:chrIII_pilon.g6899.2
0_581: Transcript:VC2010_MAPPED_Y119D3B.21.1
0_582: transcript:chrIII_pilon.g6900
0_583: Transcript:VC2010_MAPPED_Y119D3B.17.1
0_584: transcript:chrIII_pilon.g6901
0_585: Transcript:VC2010_MAPPED_Y119D3B.9.1
0_586: transcript:chrIII_pilon.g6902
0_587: transcript:chrIII_pilon.g6903
0_588: Transcript:VC2010_MAPPED_Y119D3B.8.1
0_589: transcript:chrIII_pilon.g6904
0_590: Transcript:VC2010_MAPPED_Y119D3B.7.1
0_591: transcript:chrIII_pilon.g6905
0_592: Transcript:VC2010_MAPPED_Y119D3B.22.1
0_593: transcript:chrIII_pilon.g6906
0_594: Transcript:VC2010_MAPPED_Y119D3B.6.1
0_595: transcript:chrIII_pilon.g6907
0_596: transcript:chrIII_pilon.g6908
0_597: Transcript:VC2010_MAPPED_CE.15.1
0_598: transcript:chrIII_pilon.g6909
0_599: transcript:chrIII_pilon.g6910.2
0_600: transcript:chrIII_pilon.g6910.1
0_601: transcript:chrIII_pilon.g6911.2
0_602: transcript:chrIII_pilon.g6911.3
0_603: transcript:chrIII_pilon.g6911.1
0_604: Transcript:VC2010_MAPPED_Y119D3B.19.1
0_605: transcript:chrIII_pilon.g6912.1
0_606: transcript:chrIII_pilon.g6912.2
0_607: Transcript:VC2010_MAPPED_Y119D3B.4.1
0_608: transcript:chrIII_pilon.g6913.2
0_609: transcript:chrIII_pilon.g6913.1
0_610: Transcript:VC2010_MAPPED_Y119D3B.3.1
0_611: Transcript:VC2010_MAPPED_ZC47.7.1
0_612: transcript:chrIII_pilon.g6914
0_613: Transcript:VC2010_MAPPED_ZC47.6.1
0_614: transcript:chrIII_pilon.g6915
0_615: Transcript:VC2010_MAPPED_ZC47.5.1
0_616: transcript:chrIII_pilon.g6916
0_617: Transcript:VC2010_MAPPED_ZC47.3.1
0_618: transcript:chrIII_pilon.g6917
0_619: Transcript:VC2010_MAPPED_ZC47.4.1
0_620: transcript:chrIII_pilon.g6918
0_621: transcript:chrIII_pilon.g6919
0_622: transcript:chrIII_pilon.g6920
0_623: Transcript:VC2010_MAPPED_ZC47.14.1
0_624: transcript:chrIII_pilon.g6921
0_625: Transcript:VC2010_MAPPED_ZC47.13a.1
0_626: transcript:chrIII_pilon.g6922
0_627: transcript:chrIII_pilon.g6923
0_628: Transcript:VC2010_MAPPED_Y119D3A.4.1
0_629: transcript:chrIII_pilon.g6924
0_630: transcript:chrIII_pilon.g6925
0_631: Transcript:VC2010_MAPPED_Y119D3A.3.1
0_632: transcript:chrIII_pilon.g6926
0_633: transcript:chrIII_pilon.g6927.2
0_634: Transcript:VC2010_MAPPED_Y119D3A.2.1
0_635: transcript:chrIII_pilon.g6927.1
0_636: Transcript:VC2010_MAPPED_Y119D3A.1.1
0_637: transcript:chrIII_pilon.g6928
0_638: Transcript:VC2010_MAPPED_Y82E9BL.13.1
0_639: transcript:chrIII_pilon.g6929
0_640: transcript:chrIII_pilon.g6930.2
0_641: Transcript:VC2010_MAPPED_Y82E9BL.12.1
0_642: transcript:chrIII_pilon.g6930.1
0_643: transcript:chrIII_pilon.g6931
0_644: Transcript:VC2010_MAPPED_Y82E9BL.14.1
0_645: transcript:chrIII_pilon.g6932
0_646: transcript:chrIII_pilon.g6933.1
0_647: transcript:chrIII_pilon.g6933.2
0_648: Transcript:VC2010_MAPPED_Y82E9BL.15.1
0_649: Transcript:VC2010_MAPPED_Y82E9BL.11.1
0_650: transcript:chrIII_pilon.g6934
0_651: Transcript:VC2010_MAPPED_Y82E9BL.10.1
0_652: transcript:chrIII_pilon.g6935
0_653: Transcript:VC2010_MAPPED_Y82E9BL.18.1
0_654: transcript:chrIII_pilon.g6936
0_655: Transcript:VC2010_MAPPED_Y82E9BL.19.1
0_656: transcript:chrIII_pilon.g6937
0_657: transcript:chrIII_pilon.g6938.2
0_658: transcript:chrIII_pilon.g6938.3
0_659: transcript:chrIII_pilon.g6938.1
0_660: Transcript:VC2010_MAPPED_Y82E9BL.8.1
0_661: transcript:chrIII_pilon.g6939
0_662: Transcript:VC2010_MAPPED_Y82E9BL.7.1
0_663: transcript:chrIII_pilon.g6940
0_664: Transcript:VC2010_MAPPED_Y82E9BL.17.1
0_665: transcript:chrIII_pilon.g6941
0_666: transcript:chrIII_pilon.g6942.2
0_667: Transcript:VC2010_MAPPED_Y82E9BL.6.1
0_668: transcript:chrIII_pilon.g6942.1
0_669: Transcript:VC2010_MAPPED_Y82E9BL.5.1
0_670: transcript:chrIII_pilon.g6943.2
0_671: transcript:chrIII_pilon.g6943.3
0_672: transcript:chrIII_pilon.g6943.1
0_673: Transcript:VC2010_MAPPED_Y82E9BL.4.1
0_674: Transcript:VC2010_MAPPED_Y82E9BL.3.1
0_675: transcript:chrIII_pilon.g6944
0_676: transcript:chrIII_pilon.g6945
0_677: transcript:chrIII_pilon.g6946
0_678: Transcript:VC2010_MAPPED_Y82E9BL.1.1
0_679: Transcript:VC2010_MAPPED_Y82E9BR.8.1
0_680: transcript:chrIII_pilon.g6947.1
0_681: transcript:chrIII_pilon.g6947.2
0_682: transcript:chrIII_pilon.g6947.3
0_683: Transcript:VC2010_MAPPED_Y82E9BR.9.1
0_684: transcript:chrIII_pilon.g6947.4
0_685: transcript:chrIII_pilon.g6948.2
0_686: transcript:chrIII_pilon.g6948.1
0_687: Transcript:VC2010_MAPPED_Y82E9BR.20.1
0_688: transcript:chrIII_pilon.g6949
0_689: Transcript:VC2010_MAPPED_Y82E9BR.10.1
0_690: transcript:chrIII_pilon.g6950
0_691: Transcript:VC2010_MAPPED_Y82E9BR.11.1
0_692: Transcript:VC2010_MAPPED_Y82E9BR.32.1
0_693: transcript:chrIII_pilon.g6951
0_694: Transcript:VC2010_MAPPED_Y82E9BR.6.1
0_695: Transcript:VC2010_MAPPED_Y82E9BR.12.1
0_696: transcript:chrIII_pilon.g6952
0_697: Transcript:VC2010_MAPPED_Y82E9BR.25.1
0_698: transcript:chrIII_pilon.g6953
0_699: Transcript:VC2010_MAPPED_Y82E9BR.5.1
0_700: Transcript:VC2010_MAPPED_Y82E9BR.13.1
0_701: transcript:chrIII_pilon.g6954.1
0_702: transcript:chrIII_pilon.g6954.2
0_703: Transcript:VC2010_MAPPED_Y82E9BR.4.1
0_704: transcript:chrIII_pilon.g6955
0_705: Transcript:VC2010_MAPPED_Y82E9BR.23a.1
0_706: Transcript:VC2010_MAPPED_Y82E9BR.23b.1
0_707: transcript:chrIII_pilon.g6956.1
0_708: transcript:chrIII_pilon.g6956.2
0_709: transcript:chrIII_pilon.g6956.5
0_710: transcript:chrIII_pilon.g6956.3
0_711: Transcript:VC2010_MAPPED_Y82E9BR.21.1
0_712: transcript:chrIII_pilon.g6956.4
0_713: Transcript:VC2010_MAPPED_Y82E9BR.22.1
0_714: transcript:chrIII_pilon.g6957
0_715: Transcript:VC2010_MAPPED_Y82E9BR.14.1
0_716: transcript:chrIII_pilon.g6958
0_717: Transcript:VC2010_MAPPED_Y82E9BR.15.1
0_718: transcript:chrIII_pilon.g6959
0_719: Transcript:VC2010_MAPPED_Y82E9BR.3.1
0_720: transcript:chrIII_pilon.g6960
0_721: Transcript:VC2010_MAPPED_Y82E9BR.16b.1
0_722: Transcript:VC2010_MAPPED_Y82E9BR.16a.1
0_723: transcript:chrIII_pilon.g6961
0_724: transcript:chrIII_pilon.g6962
0_725: transcript:chrIII_pilon.g6963
0_726: Transcript:VC2010_MAPPED_Y82E9BR.17b.1
0_727: Transcript:VC2010_MAPPED_Y82E9BR.17a.1
0_728: transcript:chrIII_pilon.g6964
0_729: transcript:chrIII_pilon.g6965.2
0_730: transcript:chrIII_pilon.g6965.1
0_731: Transcript:VC2010_MAPPED_Y82E9BR.18.1
0_732: transcript:chrIII_pilon.g6966
0_733: Transcript:VC2010_MAPPED_Y82E9BR.19.1
0_734: transcript:chrIII_pilon.g6967
0_735: Transcript:VC2010_MAPPED_M01G5.6.1
0_736: transcript:chrIII_pilon.g6968
0_737: Transcript:VC2010_MAPPED_M01G5.1.1
0_738: transcript:chrIII_pilon.g6969
0_739: Transcript:VC2010_MAPPED_M01G5.3.1
0_740: transcript:chrIII_pilon.g6970
0_741: transcript:chrIII_pilon.g6971.2
0_742: transcript:chrIII_pilon.g6971.1
0_743: transcript:chrIII_pilon.g6971.3
0_744: Transcript:VC2010_MAPPED_M01G5.5.1
0_745: Transcript:VC2010_MAPPED_Y67D2.4a.1
0_746: transcript:chrIII_pilon.g6972
0_747: Transcript:VC2010_MAPPED_Y67D2.4b.1
0_748: Transcript:VC2010_MAPPED_Y67D2.5.1
0_749: transcript:chrIII_pilon.g6973
0_750: Transcript:VC2010_MAPPED_Y67D2.3.1
0_751: transcript:chrIII_pilon.g6974
0_752: Transcript:VC2010_MAPPED_Y67D2.6.1
0_753: transcript:chrIII_pilon.g6975
0_754: Transcript:VC2010_MAPPED_Y67D2.7.1
0_755: transcript:chrIII_pilon.g6976
0_756: Transcript:VC2010_MAPPED_Y67D2.2.1
0_757: transcript:chrIII_pilon.g6977
0_758: Transcript:VC2010_MAPPED_Y67D2.1.1
0_759: transcript:chrIII_pilon.g6978
0_760: Transcript:VC2010_MAPPED_Y22D7AL.7.1
0_761: transcript:chrIII_pilon.g6979
0_762: Transcript:VC2010_MAPPED_Y22D7AL.8e.1
0_763: Transcript:VC2010_MAPPED_Y22D7AL.8a.1
0_764: Transcript:VC2010_MAPPED_Y22D7AL.8d.1
0_765: transcript:chrIII_pilon.g6980.1
0_766: Transcript:VC2010_MAPPED_Y22D7AL.8c.1
0_767: Transcript:VC2010_MAPPED_Y22D7AL.8b.1
0_768: transcript:chrIII_pilon.g6980.2
0_769: Transcript:VC2010_MAPPED_Y22D7AL.6b.1
0_770: transcript:chrIII_pilon.g6981
0_771: Transcript:VC2010_MAPPED_Y22D7AL.6a.1
0_772: Transcript:VC2010_MAPPED_Y22D7AL.9.1
0_773: transcript:chrIII_pilon.g6982
0_774: Transcript:VC2010_MAPPED_Y22D7AL.10.1
0_775: transcript:chrIII_pilon.g6983
0_776: Transcript:VC2010_MAPPED_Y22D7AL.5a.1
0_777: Transcript:VC2010_MAPPED_Y22D7AL.5b.1
0_778: transcript:chrIII_pilon.g6984
0_779: Transcript:VC2010_MAPPED_Y22D7AL.5c.1
0_780: transcript:chrIII_pilon.g6985.2
0_781: transcript:chrIII_pilon.g6985.3
0_782: Transcript:VC2010_MAPPED_Y22D7AL.4.1
0_783: transcript:chrIII_pilon.g6985.1
0_784: Transcript:VC2010_MAPPED_Y22D7AL.11b.1
0_785: Transcript:VC2010_MAPPED_Y22D7AL.11a.1
0_786: transcript:chrIII_pilon.g6986.1
0_787: transcript:chrIII_pilon.g6986.2
0_788: transcript:chrIII_pilon.g6985.4
0_789: Transcript:VC2010_MAPPED_Y22D7AL.3.1
0_790: transcript:chrIII_pilon.g6987
0_791: transcript:chrIII_pilon.g6988
0_792: Transcript:VC2010_MAPPED_Y22D7AL.12.1
0_793: transcript:chrIII_pilon.g6989
0_794: Transcript:VC2010_MAPPED_Y22D7AL.13.1
0_795: transcript:chrIII_pilon.g6990
0_796: Transcript:VC2010_MAPPED_Y22D7AL.1.1
0_797: transcript:chrIII_pilon.g6991
0_798: Transcript:VC2010_MAPPED_Y22D7AL.14.1
0_799: transcript:chrIII_pilon.g6992
0_800: Transcript:VC2010_MAPPED_Y22D7AL.15.1
0_801: transcript:chrIII_pilon.g6993
0_802: Transcript:VC2010_MAPPED_Y22D7AL.16.1
0_803: transcript:chrIII_pilon.g6994
0_804: Transcript:VC2010_MAPPED_Y22D7AR.3.1
0_805: Transcript:VC2010_MAPPED_Y22D7AR.5.1
0_806: transcript:chrIII_pilon.g6995
0_807: Transcript:VC2010_MAPPED_Y22D7AR.6.1
0_808: transcript:chrIII_pilon.g6996
0_809: transcript:chrIII_pilon.g6997.3
0_810: Transcript:VC2010_MAPPED_Y22D7AR.7.1
0_811: transcript:chrIII_pilon.g6997.1
0_812: transcript:chrIII_pilon.g6997.6
0_813: Transcript:VC2010_MAPPED_Y22D7AR.14.1
0_814: transcript:chrIII_pilon.g6997.4
0_815: transcript:chrIII_pilon.g6997.5
0_816: Transcript:VC2010_MAPPED_Y22D7AR.8.1
0_817: transcript:chrIII_pilon.g6997.2
0_818: Transcript:VC2010_MAPPED_Y22D7AR.9.1
0_819: transcript:chrIII_pilon.g6998
0_820: Transcript:VC2010_MAPPED_Y22D7AR.10.1
0_821: transcript:chrIII_pilon.g6999
0_822: Transcript:VC2010_MAPPED_Y22D7AR.11.1
0_823: transcript:chrIII_pilon.g7000
0_824: Transcript:VC2010_MAPPED_Y22D7AR.2.1
0_825: transcript:chrIII_pilon.g7001
0_826: transcript:chrIII_pilon.g7002.1
0_827: transcript:chrIII_pilon.g7002.2
0_828: Transcript:VC2010_MAPPED_Y22D7AR.13.1
0_829: transcript:chrIII_pilon.g7003
0_830: Transcript:VC2010_MAPPED_Y46E12A.3.1
0_831: transcript:chrIII_pilon.g7004
0_832: transcript:chrIII_pilon.g7005
0_833: Transcript:VC2010_MAPPED_Y46E12A.5.1
0_834: transcript:chrIII_pilon.g7006
0_835: Transcript:VC2010_MAPPED_Y46E12A.2.1
0_836: Transcript:VC2010_MAPPED_Y46E12A.1.1
0_837: transcript:chrIII_pilon.g7007
0_838: Transcript:VC2010_MAPPED_Y46E12A.4.1
0_839: transcript:chrIII_pilon.g7008
0_840: Transcript:VC2010_MAPPED_Y39A3CL.4c.1
0_841: Transcript:VC2010_MAPPED_Y39A3CL.4a.1
0_842: transcript:chrIII_pilon.g7009.1
0_843: transcript:chrIII_pilon.g7009.3
0_844: Transcript:VC2010_MAPPED_Y39A3CL.4b.1
0_845: transcript:chrIII_pilon.g7009.2
0_846: Transcript:VC2010_MAPPED_Y39A3CL.3.1
0_847: Transcript:VC2010_MAPPED_Y39A3CL.2.1
0_848: transcript:chrIII_pilon.g7010
0_849: Transcript:VC2010_MAPPED_Y39A3CL.5a.1
0_850: transcript:chrIII_pilon.g7011.1
0_851: transcript:chrIII_pilon.g7011.2
0_852: Transcript:VC2010_MAPPED_Y39A3CL.5b.1
0_853: Transcript:VC2010_MAPPED_Y39A3CL.6.1
0_854: transcript:chrIII_pilon.g7012
0_855: Transcript:VC2010_MAPPED_Y39A3CL.7a.1
0_856: Transcript:VC2010_MAPPED_Y39A3CL.7b.1
0_857: transcript:chrIII_pilon.g7013.1
0_858: transcript:chrIII_pilon.g7013.2
0_859: Transcript:VC2010_MAPPED_Y39A3CL.1.1
0_860: transcript:chrIII_pilon.g7014.1
0_861: transcript:chrIII_pilon.g7014.3
0_862: Transcript:VC2010_MAPPED_Y39A3CR.7.1
0_863: transcript:chrIII_pilon.g7014.2
0_864: Transcript:VC2010_MAPPED_Y39A3CR.6.1
0_865: transcript:chrIII_pilon.g7015
0_866: Transcript:VC2010_MAPPED_Y39A3CR.4.1
0_867: transcript:chrIII_pilon.g7016
0_868: Transcript:VC2010_MAPPED_Y39A3CR.3a.1
0_869: transcript:chrIII_pilon.g7017
0_870: Transcript:VC2010_MAPPED_Y39A3CR.3b.1
0_871: Transcript:VC2010_MAPPED_Y39A3CR.1a.1
0_872: transcript:chrIII_pilon.g7018
0_873: Transcript:VC2010_MAPPED_Y39A3CR.1b.1
0_874: transcript:chrIII_pilon.g7019
0_875: Transcript:VC2010_MAPPED_B0524.3.1
0_876: transcript:chrIII_pilon.g7020.1
0_877: transcript:chrIII_pilon.g7020.2
0_878: Transcript:VC2010_MAPPED_B0524.5.1
0_879: transcript:chrIII_pilon.g7021
0_880: Transcript:VC2010_MAPPED_B0524.2.1
0_881: transcript:chrIII_pilon.g7022
0_882: Transcript:VC2010_MAPPED_B0524.6.1
0_883: transcript:chrIII_pilon.g7023
0_884: Transcript:VC2010_MAPPED_F53A3.4c.1
0_885: Transcript:VC2010_MAPPED_F53A3.4a.1
0_886: Transcript:VC2010_MAPPED_F53A3.4b.1
0_887: transcript:chrIII_pilon.g7024.1
0_888: transcript:chrIII_pilon.g7024.2
0_889: transcript:chrIII_pilon.g7024.3
0_890: Transcript:VC2010_MAPPED_F53A3.4d.1
0_891: Transcript:VC2010_MAPPED_F53A3.1.1
0_892: transcript:chrIII_pilon.g7025
0_893: Transcript:VC2010_MAPPED_F53A3.2.1
0_894: transcript:chrIII_pilon.g7026
0_895: Transcript:VC2010_MAPPED_F53A3.3a.1
0_896: transcript:chrIII_pilon.g7027.1
0_897: transcript:chrIII_pilon.g7027.2
0_898: Transcript:VC2010_MAPPED_F53A3.3b.1
0_899: Transcript:VC2010_MAPPED_F53A3.7.1
0_900: transcript:chrIII_pilon.g7028
0_901: Transcript:VC2010_MAPPED_R155.1b.1
0_902: Transcript:VC2010_MAPPED_R155.1a.1
0_903: transcript:chrIII_pilon.g7029
0_904: Transcript:VC2010_MAPPED_R155.2.1
0_905: transcript:chrIII_pilon.g7030
0_906: Transcript:VC2010_MAPPED_R155.5.1
0_907: transcript:chrIII_pilon.g7031.1
0_908: transcript:chrIII_pilon.g7031.2
0_909: transcript:chrIII_pilon.g7031.3
0_910: Transcript:VC2010_MAPPED_R155.3.1
0_911: transcript:chrIII_pilon.g7032.1
0_912: transcript:chrIII_pilon.g7032.2
0_913: transcript:chrIII_pilon.g7032.3
0_914: transcript:chrIII_pilon.g7033
0_915: Transcript:VC2010_MAPPED_Y39A3B.4.1
0_916: transcript:chrIII_pilon.g7034
0_917: Transcript:VC2010_MAPPED_Y39A3B.7.1
0_918: transcript:chrIII_pilon.g7035
0_919: transcript:chrIII_pilon.g7036
0_920: Transcript:VC2010_MAPPED_Y39A3B.8.1
0_921: Transcript:VC2010_MAPPED_Y39A3B.2.1
0_922: transcript:chrIII_pilon.g7037
0_923: Transcript:VC2010_MAPPED_Y39A3B.1.1
0_924: transcript:chrIII_pilon.g7038
0_925: Transcript:VC2010_MAPPED_Y39A3B.5a.1
0_926: Transcript:VC2010_MAPPED_Y39A3B.5f.1
0_927: Transcript:VC2010_MAPPED_Y39A3B.5b.1
0_928: Transcript:VC2010_MAPPED_Y39A3B.5d.1
0_929: transcript:chrIII_pilon.g7039.1
0_930: transcript:chrIII_pilon.g7039.2
0_931: transcript:chrIII_pilon.g7039.3
0_932: Transcript:VC2010_MAPPED_Y39A3B.5e.1
0_933: Transcript:VC2010_MAPPED_M01E10.2b.1
0_934: transcript:chrIII_pilon.g7040.3
0_935: Transcript:VC2010_MAPPED_M01E10.2a.1
0_936: transcript:chrIII_pilon.g7040.1
0_937: transcript:chrIII_pilon.g7040.2
0_938: Transcript:VC2010_MAPPED_M01E10.3.1
0_939: transcript:chrIII_pilon.g7041.2
0_940: transcript:chrIII_pilon.g7041.1
0_941: transcript:chrIII_pilon.g7042
0_942: Transcript:VC2010_MAPPED_Y39A3A.2.1
0_943: transcript:chrIII_pilon.g7043
0_944: Transcript:VC2010_MAPPED_Y39A3A.5.1
0_945: transcript:chrIII_pilon.g7044
0_946: Transcript:VC2010_MAPPED_Y39A3A.3.1
0_947: transcript:chrIII_pilon.g7045
0_948: transcript:chrIII_pilon.g7046
0_949: Transcript:VC2010_MAPPED_Y39A3A.4.1
0_950: Transcript:VC2010_MAPPED_Y48G9A.10.1
0_951: transcript:chrIII_pilon.g7047
0_952: Transcript:VC2010_MAPPED_Y48G9A.9a.1
0_953: transcript:chrIII_pilon.g7048.2
0_954: Transcript:VC2010_MAPPED_Y48G9A.9b.1
0_955: transcript:chrIII_pilon.g7048.1
0_956: Transcript:VC2010_MAPPED_Y48G9A.8.1
0_957: transcript:chrIII_pilon.g7049
0_958: Transcript:VC2010_MAPPED_Y48G9A.7.1
0_959: transcript:chrIII_pilon.g7050
0_960: Transcript:VC2010_MAPPED_Y48G9A.11.1
0_961: transcript:chrIII_pilon.g7051
0_962: transcript:chrIII_pilon.g7052
0_963: Transcript:VC2010_MAPPED_Y48G9A.6.1
0_964: transcript:chrIII_pilon.g7053
0_965: transcript:chrIII_pilon.g7054.2
0_966: transcript:chrIII_pilon.g7054.1
0_967: Transcript:VC2010_MAPPED_Y48G9A.4.1
0_968: transcript:chrIII_pilon.g7055
0_969: transcript:chrIII_pilon.g7056.1
0_970: Transcript:VC2010_MAPPED_Y48G9A.3.1
0_971: transcript:chrIII_pilon.g7056.2
0_972: transcript:chrIII_pilon.g7057.2
0_973: transcript:chrIII_pilon.g7057.1
0_974: transcript:chrIII_pilon.g7057.3
0_975: transcript:chrIII_pilon.g7058.1
0_976: transcript:chrIII_pilon.g7058.2
0_977: transcript:chrIII_pilon.g7058.3
0_978: Transcript:VC2010_MAPPED_C39B5.6.1
0_979: transcript:chrIII_pilon.g7059
0_980: Transcript:VC2010_MAPPED_C39B5.5.1
0_981: transcript:chrIII_pilon.g7060
0_982: Transcript:VC2010_MAPPED_C39B5.14.1
0_983: transcript:chrIII_pilon.g7061
0_984: transcript:chrIII_pilon.g7062
0_985: Transcript:VC2010_MAPPED_C39B5.7.1
0_986: Transcript:VC2010_MAPPED_C39B5.12.1
0_987: transcript:chrIII_pilon.g7063
0_988: Transcript:VC2010_MAPPED_C39B5.4.1
0_989: transcript:chrIII_pilon.g7064
0_990: Transcript:VC2010_MAPPED_C39B5.3.1
0_991: transcript:chrIII_pilon.g7065
0_992: Transcript:VC2010_MAPPED_C39B5.9.1
0_993: transcript:chrIII_pilon.g7066
0_994: transcript:chrIII_pilon.g7067
0_995: Transcript:VC2010_MAPPED_C39B5.2.1
0_996: transcript:chrIII_pilon.g7068
0_997: Transcript:VC2010_MAPPED_C39B5.10.1
0_998: transcript:chrIII_pilon.g7069.2
0_999: Transcript:VC2010_MAPPED_C39B5.1.1
0_1000: transcript:chrIII_pilon.g7069.1
0_1001: Transcript:VC2010_MAPPED_C39B5.11.1
0_1002: transcript:chrIII_pilon.g7070
0_1003: transcript:chrIII_pilon.g7071
0_1004: Transcript:VC2010_MAPPED_T20H9.1.1
0_1005: transcript:chrIII_pilon.g7072
0_1006: transcript:chrIII_pilon.g7073
0_1007: Transcript:VC2010_MAPPED_T20H9.4.1
0_1008: transcript:chrIII_pilon.g7074.2
0_1009: transcript:chrIII_pilon.g7074.1
0_1010: Transcript:VC2010_MAPPED_T20H9.3.1
0_1011: transcript:chrIII_pilon.g7075
0_1012: Transcript:VC2010_MAPPED_T20H9.2.1
0_1013: Transcript:VC2010_MAPPED_Y54F10BL.1.1
0_1014: transcript:chrIII_pilon.g7076
0_1015: Transcript:VC2010_MAPPED_Y54F10BM.6.1
0_1016: transcript:chrIII_pilon.g7077
0_1017: Transcript:VC2010_MAPPED_Y54F10BM.5.1
0_1018: transcript:chrIII_pilon.g7078
0_1019: Transcript:VC2010_MAPPED_Y54F10BM.7.1
0_1020: transcript:chrIII_pilon.g7079
0_1021: Transcript:VC2010_MAPPED_Y54F10BM.4.1
0_1022: transcript:chrIII_pilon.g7080.2
0_1023: transcript:chrIII_pilon.g7080.1
0_1024: Transcript:VC2010_MAPPED_Y54F10BM.21.1
0_1025: Transcript:VC2010_MAPPED_Y54F10BM.23.1
0_1026: Transcript:VC2010_MAPPED_Y54F10BM.22.1
0_1027: Transcript:VC2010_MAPPED_Y54F10BM.3.1
0_1028: Transcript:VC2010_MAPPED_Y54F10BM.15.1
0_1029: transcript:chrIII_pilon.g7081
0_1030: Transcript:VC2010_MAPPED_Y54F10BM.9.1
0_1031: transcript:chrIII_pilon.g7082
0_1032: Transcript:VC2010_MAPPED_Y54F10BM.10.1
0_1033: transcript:chrIII_pilon.g7083
0_1034: Transcript:VC2010_MAPPED_Y54F10BM.20.1
0_1035: transcript:chrIII_pilon.g7084
0_1036: Transcript:VC2010_MAPPED_Y54F10BM.11.1
0_1037: transcript:chrIII_pilon.g7085
0_1038: transcript:chrIII_pilon.g7086.2
0_1039: Transcript:VC2010_MAPPED_Y54F10BM.2.1
0_1040: transcript:chrIII_pilon.g7086.1
0_1041: Transcript:VC2010_MAPPED_Y54F10BM.12.1
0_1042: transcript:chrIII_pilon.g7087
0_1043: Transcript:VC2010_MAPPED_Y54F10BM.13.1
0_1044: transcript:chrIII_pilon.g7088
0_1045: Transcript:VC2010_MAPPED_Y54F10BM.1.1
0_1046: transcript:chrIII_pilon.g7089.1
0_1047: transcript:chrIII_pilon.g7089.3
0_1048: Transcript:VC2010_MAPPED_Y54F10BM.14.1
0_1049: transcript:chrIII_pilon.g7089.2
0_1050: Transcript:VC2010_MAPPED_H04J21.3b.1
0_1051: Transcript:VC2010_MAPPED_H04J21.3a.1
0_1052: transcript:chrIII_pilon.g7090
0_1053: Transcript:VC2010_MAPPED_H04J21.2.1
0_1054: transcript:chrIII_pilon.g7091.1
0_1055: transcript:chrIII_pilon.g7091.2
0_1056: transcript:chrIII_pilon.g7092
0_1057: Transcript:VC2010_MAPPED_H04J21.4.1
0_1058: Transcript:VC2010_MAPPED_H04J21.1.1
0_1059: Transcript:VC2010_MAPPED_H14E04.2a.1
0_1060: Transcript:VC2010_MAPPED_H14E04.2b.1
0_1061: Transcript:VC2010_MAPPED_H14E04.2c.1
0_1062: transcript:chrIII_pilon.g7093.1
0_1063: transcript:chrIII_pilon.g7093.2
0_1064: transcript:chrIII_pilon.g7093.3
0_1065: Transcript:VC2010_MAPPED_H14E04.2d.1
0_1066: Transcript:VC2010_MAPPED_H14E04.3.1
0_1067: transcript:chrIII_pilon.g7094
0_1068: transcript:chrIII_pilon.g7095
0_1069: Transcript:VC2010_MAPPED_H14E04.5.1
0_1070: transcript:chrIII_pilon.g7096
0_1071: Transcript:VC2010_MAPPED_H14E04.1.1
0_1072: transcript:chrIII_pilon.g7097
